key,source,target
EventText/KuoRongXY_Buff1,Chase Core: [Chase] Slots <interact_Green>+1</>,
EventText/MingDeng_Buff1,"Rapid-Fire Instruction: [Weapon] Fire Rate <interact_Green>+5%</>, [Weapon] Reload Speed <interact_Green>+13%</>",
EventText/MingDeng_Buff2,"Long-Run Training: [Dash] Damage <interact_Green>+8%</>, [Dash] Distance <interact_Green>+5%</>",
EventText/WanMeiLF_Buff12,Evasion <interact_Green>+3</>,
EventText/DanCheBMT_Name,Venture Capital,
EventText/DanCheBMT_Buff3,"Venture Capital: 30% chance of success. On success, [Dash] Charges <interact_Green>+1</>. On failure, [Dash] Charges <interact_Red>-1</> for <interact_Red>45</> sec.",
GeneralText/Mode_Endless_Tips42,"* Operate in zones at Risk Level 5 or higher, and save your Tech Setup on the result screen.",
GeneralText/Mode_Endless_Tips43,* Select a save slot to save your Tech Setup. Saved Setups can be used in Void Spire.,
GeneralText/Mode_Endless_Tips24,"1. Only characters who have reached Level 40 may enter the Void Spire mode.

<TowerRule_18>2. This mode requires a Divine Tech Setup saved from the Purge Zone mode. When settling a run on any Standard mode map at Risk Level 5+ with any character, you can save the ""choose 1 of 3"" Tech obtained in that run as a Setup, and apply it to the Void Spire mode.</>

3. The Void Spire can be challenged repeatedly to earn corresponding rewards.

4. Clearing any layer of the Void Spire grants a chance to upgrade your Divine Tech.

<TowerRule_18>5. Every 5th layer (5, 10, 15, 20, etc.) in the Void Spire is a BOSS stage. Entering each BOSS stage consumes one Corrupted Crystal (deducted only upon success).</>

6. No EXP can be gained in the Void Spire mode.",
GeneralText/UI_BeiBao_Module_Tips3,"1. By dismantling Mythic weapons and armor, you can extract Mythic Modules and install them in slots to gain the same effects.
2. Can install one Weapon Module and one Armor Module. Only supports weapon/armor types usable by the current character.
3. Installed Modules cannot be changed during combat.
<ModuleRule_14>4. If the Warwing and equipped equipment share the same Module, its effect does not stack.</>",
GeneralText/Quest_Reward20,"10,000 Credits",
GeneralText/Quest_Desc86,Defeat any Boss within 10 seconds,
GeneralText/Quest_Reward28,"15,000 Credits",
GeneralText/Quest_Reward36,"20,000 Credits",
GeneralText/Quest_Reward12,"5,000 Credits",
GeneralText/Quest_Reward4,"5,000 Credits",
GeneralText/Q_Common_Rich,<Common_Rich>Common</>,
GeneralText/Q_Epic_Rich,<Epic_Rich>Epic</>,
GeneralText/Q_Flawed_Rich,<Flawed_Rich>Flawed</>,
GeneralText/Q_Legendary_Rich,<Legendary_Rich>Legendary</>,
GeneralText/Q_Mythic_Rich,<Mythic_Rich>Mythic</>,
GeneralText/Q_Rare_Rich,<Rare_Rich>Rare</>,
GeneralText/Guide_ZQ_JQ_Desc2,"<img id=""BOSS-BJ"" width=""32"" height=""32""></> Flesh Tyrant
<img id=""BOSS-LZ"" width=""32"" height=""32""></> Sandstorm Lord",
GeneralText/Guide_ZQ_JQ_Desc1,"<img id=""BOSS-GF"" width=""32"" height=""32""></> Venomous Widow
<img id=""BOSS-GS"" width=""32"" height=""32""></> Corrupted Ancient",
GeneralText/Guide_ZQ_JQ_Desc4,"<img id=""BOSS-SW"" width=""32"" height=""32""></> Thunder Guardian
<img id=""BOSS-LL"" width=""32"" height=""32""></> Cataclysm Drake",
GeneralText/Guide_ZQ_JQ_Desc3,"<img id=""BOSS-SZ"" width=""32"" height=""32""></> Twins - Ashbane & Frostbane
<img id=""BOSS-TS"" width=""32"" height=""32""></> Plague Angel",
GeneralText/UI_Map_Risk6_Monster_Desc10,<red_12>*New Mutant Detected!</>,
GeneralText/Mode_Endless_Tips39,Boss Rewards,
GeneralText/UI_Map_Risk6_Reward_Desc5,Pact dropped by BOSS,
GeneralText/UI_Map_Risk5_Reward_Desc6,Corrupted Crystal dropped by BOSS,
GeneralText/Mode_Endless_Tips25,Beta Version,
GeneralText/UI_Map_Risk4_Monster_Desc6,Boss Ailment Resist +50%,
GeneralText/UI_Map_Risk5_Monster_Desc6,Boss Ailment Resist +75%,
GeneralText/UI_Map_Risk6_Monster_Desc6,Boss Ailment Resist +90%,
GeneralText/Endless_Reward05,Boss Drops Doubled,
GeneralText/UI_Map_Risk4_Monster_Desc7,Boss HP +100%,
GeneralText/UI_Map_Risk5_Monster_Desc7,Boss HP +300%,
GeneralText/UI_Map_Risk6_Monster_Desc7,Boss HP +700%,
GeneralText/UI_Main_DemoTips,Demo Version,
GeneralText/Quest_Reward10,T1 Legendary Helmet (Heavy),
GeneralText/Quest_Reward11,T1 Legendary Gloves (Heavy),
GeneralText/Quest_Reward3,T1 Legendary Grenade,
GeneralText/Quest_Reward2,T1 Legendary Belt (Light),
GeneralText/Quest_Reward1,T1 Epic SMG,
GeneralText/Quest_Reward9,T1 Epic Shotgun,
GeneralText/Quest_Reward27,T2 Legendary Helmet (Light),
GeneralText/Quest_Reward18,T2 Legendary Wristband,
GeneralText/Quest_Reward26,T2 Legendary Goggles,
GeneralText/Quest_Reward19,T2 Legendary Armor (Heavy),
GeneralText/Quest_Reward17,T2 Epic Rocket Launcher,
GeneralText/Quest_Reward25,T2 Epic Sniper Rifle,
GeneralText/Quest_Reward34,T3 Legendary Chip,
GeneralText/Quest_Reward33,T3 Epic Compound Bow,
GeneralText/Quest_Reward35,T3 Mythic Grenade,
GeneralText/TapClientNotStarted,Taptap client is not running,
GeneralText/UI_GameMode_Hunt_Head,[Helmet] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Pact,[Pact] Drop Rate Increased,
GeneralText/UI_Main_BeiBao_Tips1,[Equipped],
GeneralText/BattleLevelBonus,[Combat Level Bonus],
GeneralText/UI_GameMode_Hunt_Glove,[Gloves] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Wristband,[Wristband] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Grenade,[Grenade] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Weapon,[Weapon] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Goggle,[Goggles] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Belt,[Belt] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Chip,[Chip] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Armor,[Armor] Drop Rate Increased,
GeneralText/UI_GameMode_Hunt_Boot,[Boots] Drop Rate Increased,
GeneralText/UI_LvUpBD_Alter_Desc1,[Alternation],
GeneralText/UI_LvUpBD_Ban_Desc1,[Ban],
GeneralText/UI_Unopen,[Not Yet Available],
GeneralText/UI_LvUpBD_Reroll_Desc1,[Reroll],
GeneralText/Endless_Type6_Desc,"A forest guardian utterly twisted by the Corrupted Virus, its roots endlessly spreading decay. The Board has marked it as a “Top-Priority Purification Target.” It must be utterly destroyed.",
GeneralText/Endless_Type17_Desc,"A dragon‑like creature, mutated from a fusion of virus and biological research, has taken over Skyfort's energy core. This threat must be eliminated before the entire fortress collapses.",
GeneralText/Quest_Desc41,Pick up 21 pieces of equipment in a single run,
GeneralText/Quest_Desc88,Recover over 500 HP in a single run,
GeneralText/Quest_Desc94,"Travel over 5,500 meters in a single run",
GeneralText/Achiev_Desc26,Obtain over 4 pieces of mythic equipment in a single run,
GeneralText/Achiev_Desc25,Obtain over 15 different Divine Techs in a single run,
GeneralText/Achiev_Desc24,Investigate over 30 Events in a single run,
GeneralText/Quest_Desc90,Investigate over 50 Events in a single run,
GeneralText/Quest_Desc89,Select Gunsmith Divine Techs over 10 times in a single run,
GeneralText/Quest_Desc93,Revive 3 times in a single run,
GeneralText/Endless_Type10_Desc,"An ancient sanctuary seized by the Plague Angel, continuously spewing forth the most contagious strain of the Corrupted Virus. Breach it and execute the highest-grade “Elimination” protocol.",
GeneralText/Quest_Name92,One-Shot Wonder,
GeneralText/Endless_Type4_Desc,An R&D equipment truck broke down in an Infection Zone. Restart and escort it to safety.,
GeneralText/Button_Previous,Previous,
GeneralText/UI_Button_Next,Next,
GeneralText/UI_Talent_Level,Next Level:,
GeneralText/UI_Endless_Next,Next Trial,
GeneralText/Button_Next,Next,
GeneralText/Quest_Desc95,Clear a battle at Risk Lv. 2 or higher without equipping any equipment,
GeneralText/Mode_Endless_Tips33,Talk to ,
GeneralText/Guide_HQ_ZY_Desc1,"After speaking with Personnel Coordinator Morpheus, enter the Crew Cabin to select a Specialist to deploy.",
GeneralText/Guide_HQ_ZY_Name,Specialist,
GeneralText/Guide_HQ_ZY_Desc2,Specialists “Philomel” and “Claire” are available for deployment by default. Other Specialists will join you after you complete operations in designated zones and Risk Levels.,
GeneralText/Guide_HQ_TF_Title1,Specialist Talents,
GeneralText/Guide_HQ_GM_Desc4,"When launching a Headhunt Assault operation, you can designate a Boss to challenge and choose the Divine Tech faction for this battle. Upon success, you obtain a Contract, a key crafting item for sets.",
GeneralText/Guide_HQ_ZY_Title2,Switching Specialists,
GeneralText/Guide_HQ_TF_Desc1,Each Rank promotion grants 1 Talent Point. Completing Specialist-exclusive missions also rewards Specialist Talent Points.,
GeneralText/Guide_HQ_ZY_Desc4,Each Rank promotion grants a promotion reward: one Talent Point and an increase to maximum Health.,
GeneralText/Guide_HQ_ZY_Title5,Specialist Rank,
GeneralText/Guide_ZD_SJ_Desc4,"After reaching Specialist Rank 40, you can challenge the Void Spire. Successfully completing challenges allows you to upgrade Divine Tech, further enhancing combat capabilities.",
GeneralText/Guide_HQ_ZY_Title3,Unlocking Specialists,
GeneralText/UI_GameMode_Hunt_Tips8,Exclusive Drops,
GeneralText/Quest_Name38,Top Performer (Bow),
GeneralText/Quest_Name22,Top Performer (RL),
GeneralText/Quest_Name14,Top Performer (SG),
GeneralText/Quest_Name6,Top Performer (SMG),
GeneralText/Quest_Name30,Top Performer (SR),
GeneralText/Endless_Type14_Desc,"Two energy forges in the Eastern Sector are under simultaneous assault. As the company's critical power nodes, their survival is tied to dozens of outposts. Protect these ""non-negotiable assets"" — mission above self.",
GeneralText/Achiev_Name21,Rising from the Ashes,
GeneralText/UI_Main_BeiBao_Tips3,Discard,
GeneralText/Monster_Normal_Zombie_Name,Zombie,
GeneralText/UI_Set_Graphics_Medium,Medium,
GeneralText/UI_Result_Data_DMGSource6,Poison Damage,
GeneralText/UI_Result_Rate1,Trainee,
GeneralText/UI_TryAddARCSuccess,"The Divine System's gift is about to descend!",
GeneralText/Guide_ZD_SJ_Title3,Divine Tech,
GeneralText/UI_Tab_SubTitle1,Divine Tech,
GeneralText/Guide_ZD_SJ_Desc2,"There are 7 Divine Tech factions: [Inferno], [Frost], [Lightning], [Explosion], [Venom], [Mechatech], and [Gunsmith]. In each operation, you may select up to 3 factions from the first 6 (Gunsmith is not subject to this limit and can be chosen at any time).",
GeneralText/Guide_ZD_SJ_Title4,Divine Tech Codex,
GeneralText/UI_OperateTips_TechGuide,Divine Tech Codex,
GeneralText/UI_GameMode_Hunt_Tips2,"The Divine System will allocate 55 Tech based on your selection, and includes 5 bonus Gunsmith Tech",
GeneralText/UI_Set_Audio_Master,Master Volume,
GeneralText/Mode_Endless_Tips48,Take the elevator down,
GeneralText/UI_Tab_SubTitle2,Events,
GeneralText/Achiev_Name24,Event Investigator,
GeneralText/Achiev_Name23,Five-Star Debut,
GeneralText/UI_OperateTips_JiaoHu,Interact,
GeneralText/Mode_Endless_Tips27,"Dear Specialists,

The brand-new Void Spire mode and its accompanying progression system are now available for experience. To be candid, this mode is still in its early stages, with limited content in terms of gameplay, map variety, and enemy types. Its overall completeness still needs improvement.

We are launching it now to allow interested players to try it out as early as possible and join us in the subsequent co-creation process. We promise to keep updating, continuously expand content, and refine the gameplay. Your feedback will be invaluable in helping us polish it further.

If you have high expectations for content completeness, we recommend exploring other game modes first and returning to the Void Spire once it has been further enhanced. Whether you choose to try it now or later, we sincerely appreciate your continued support!

Thank you for growing with us.",
GeneralText/UI_LvUpBD_Reroll_Desc2,"Randomly rerolls Tech, but only within the same faction.",
GeneralText/UpRankNeedGoldWeapon,Only Legendary-rarity Equipment can be Forged,
GeneralText/Guide_HQ_JT_Desc2,"Only Specialists who have reached Rank 40 and possess a Divine Tech Save are allowed to enter the Void Spire. During the battle result screen of Purge Zone at Risk Level 5 or higher, you can save all Tech obtained in that run as a Save.",
GeneralText/Guide_HQ_CK_Title3,Unlocking Storage Slots,
GeneralText/Quest_Name42,Warehouse Expansion I,
GeneralText/Quest_Name43,Warehouse Expansion II,
GeneralText/Guide_HQ_CK_Name,Warehouse,
GeneralText/UI_HQ_Warehouse,Warehouse,
GeneralText/Achiev_Desc39,Store over 100 items in the Warehouse,
GeneralText/Guide_HQ_CK_Title1,Using the Warehouse,
GeneralText/Achiev_Name37,Warehouse Expert,
GeneralText/Quest_Desc87,Win a battle with less than 5% HP remaining,
GeneralText/Guide_HQ_RW_Name,Quest,
GeneralText/UI_HQ_Quest,Quest,
GeneralText/Guide_HQ_RW_Title1,Quest Introduction,
GeneralText/Guide_HQ_RW_Desc1,"Quests are divided into three types: Character, Challenge, and Collection. Character quests must be completed by the designated Specialist; other quests are not restricted.",
GeneralText/UI_Result_CombatZone,Mission Area:,
GeneralText/Achiev_Name20,Quest Master,
GeneralText/UI_Result_Lose,Failure,
GeneralText/Guide_HQ_RW_Title3,Quest Rewards,
GeneralText/UI_Main_Quest_Target,Mission Objective,
GeneralText/Guide_HQ_RW_Title2,Quest Types,
GeneralText/Quest_Name71,Taskmaster I,
GeneralText/Quest_Name72,Taskmaster II,
GeneralText/UI_Result_Win,Victory,
GeneralText/Quest_Desc91,"Any character's HP exceeds 300",
GeneralText/Quest_Desc46,Any character equipped with Legendary or higher rarity equipment in all 10 slots.,
GeneralText/Quest_Desc45,Any character equipped with Epic or higher rarity equipment in all 10 slots.,
GeneralText/Quest_Name103,Legendary Squad,
GeneralText/Q_Legendary,Legendary,
GeneralText/UI_QualityUp_Tips6,Legendary Equipment,
GeneralText/UI_Result_Data_Name9,Damage Share,
GeneralText/UI_Result_Data_Name7,Damage Source,
GeneralText/Mode_Endless_Tips4,Global Rank: Top,
GeneralText/UI_Set_Graphics_Low,Low,
GeneralText/Quest_Name96,Low-HP Warrior,
GeneralText/Mode_Endless_Victory,Operation successful. Choose your next action:,
GeneralText/Mode_Endless_Fail,"Result below expectations. Recommended options: Return to HQ to re-prepare, or re-attempt the mission immediately.",
GeneralText/UI_LvUpBD_Tips2,to Use,
GeneralText/Mode_Endless_Tips20,Active,
GeneralText/Achiev_Desc2,Win a battle using Claire,
GeneralText/Quest_Desc1,"Eliminate 5,000 enemies using SMGs in total",
GeneralText/Quest_Desc28,Use Katerina to defeat the Corrupted Ancient Boss at Risk Lv. 3 or higher,
GeneralText/Achiev_Desc4,Win a battle using Katerina,
GeneralText/Achiev_Desc1,Win a battle using Philomel,
GeneralText/Quest_Desc33,"Eliminate 5,000 enemies using Bows in total",
GeneralText/Quest_Desc97,Use a Tactical Skill to kill over 30 enemies at once,
GeneralText/Achiev_Desc3,Win a battle using Mors,
GeneralText/Quest_Desc18,Eliminate 5 or more enemies with a single Rocket Launcher explosion,
GeneralText/Quest_Desc17,"Eliminate 5,000 enemies using Rocket Launchers in total",
GeneralText/Quest_Desc19,"Deal over 5,000 damage with a single Rocket Launcher shot",
GeneralText/Quest_Desc25,"Eliminate 5,000 enemies using Sniper Rifles in total",
GeneralText/Quest_Desc11,Use Claire to empty her magazine 5 times within 10 seconds,
GeneralText/Quest_Desc12,Use Claire to defeat the Flesh Tyrant Boss at any difficulty,
GeneralText/Quest_Desc27,Use Katerina to survive for 4 minutes without firing a single shot,
GeneralText/Quest_Desc2,Use Philomel to perfectly dodge 2 times within 10 seconds.,
GeneralText/Quest_Desc4,Use Philomel to defeat the Corrupted Ancient Boss at any difficulty,
GeneralText/Quest_Desc3,Use Philomel to eliminate 50 enemies in a single run using Grenades.,
GeneralText/Quest_Desc20,Use Mors to defeat the Twins Boss at Risk Lv. 2 or higher,
GeneralText/Quest_Desc34,Use Luna to fire 9 arrows in a single shot,
GeneralText/Quest_Desc36,Use Luna to defeat the Plague Angel Boss at Risk Lv. 5 or higher,
GeneralText/Quest_Desc35,Use Luna to defeat any Boss without taking damage,
GeneralText/Quest_Desc10,Eliminate 500 enemies with Shotguns within 2 meters,
GeneralText/Quest_Desc9,"Eliminate 5,000 enemies using Shotguns in total",
GeneralText/Achiev_Desc5,Win a battle using Luna,
GeneralText/Quest_Name90,Recon Master,
GeneralText/UI_BDSave_Success,Setup Saved,
GeneralText/UI_Result_BDSave,Save Setup,
GeneralText/Mode_Endless_Tips1,Save Tech Setup,
GeneralText/Mode_Endless_Tips12,Save,
GeneralText/UI_HQ_Store_Reserve,Reserves,
GeneralText/UI_QualityUp_Tips4,Hover over equipment to preview Forged stats,
GeneralText/Guide_HQ_GM_Desc1,"The Light Gate leads to operation zones. After achieving operation objectives in designated zones and Risk Levels, you can access more operation zones.",
GeneralText/UI_HQ_Char_Claire_Name,Claire,
GeneralText/Quest_Reward13,Claire Talent Point x1,
GeneralText/Quest_Reward14,Claire Talent Point x1,
GeneralText/Quest_Reward15,Claire Talent Point x1,
GeneralText/Quest_Reward16,Claire Talent Point x2,
GeneralText/Achiev_Name2,"Claire's Debut",
GeneralText/Endless_Challenge06,Immune to Control,
GeneralText/Guide_HQ_JT_Title3,Entry Requirements,
GeneralText/Achiev_Name31,Fully Armed,
GeneralText/UI_Set_Graphics_Illum,Global Illumination Quality,
GeneralText/UI_Set_Display_Mode_FullScreen,Fullscreen,
GeneralText/UI_Set_Display_Mode_Ban,Resolution changes are disabled in fullscreen mode.,
GeneralText/UI_Set_Display_Mode_Border,Borderless Window,
GeneralText/UI_GlobalRanking,Global Rank,
GeneralText/UI_Set_Settings_Auto,Auto-Aim+Fire Mode,
GeneralText/Achiev_Desc31,Equip all 10 equipment slots,
GeneralText/UI_HQ_Store_Tips2,Sell All,
GeneralText/UI_FenJie_Text4,Dismantle All,
GeneralText/Mode_Endless_Tips18,Close,
GeneralText/UI_Set_Display_DLSS_Off,Off,
GeneralText/Mode_Endless_Tips38,Replay,
GeneralText/Guide_Sona_Close,Goodbye,
GeneralText/Endless_Challenge02,Ice Mutation,
GeneralText/Endless_Type9_Name,Frostfire Judgment,
GeneralText/UI_Main_OperateTips_Dash,Dash,
GeneralText/Quest_Name76,Dash Mastery,
GeneralText/Quest_Name2,Blitz,
GeneralText/UI_Set_Controller_Acceleration,Reticle Move Acceleration,
GeneralText/UI_Set_Settings_Crosshair,Crosshair Customization,
GeneralText/UI_HQ_Char_LingS_Name,Ling,
GeneralText/UI_HQ_Start,Mission Start,
GeneralText/Guide_HQ_GM_Title2,Deployment Missions,
GeneralText/Guide_HQ_ZY_Title1,Deployment Guide,
GeneralText/UI_HQ_Store_Tips3,Sell,
GeneralText/UI_HQ_Store_Sell,Sell:,
GeneralText/Guide_HQ_GM_Name,Deploy,
GeneralText/UI_Button_StartGame,Deploy,
GeneralText/Guide_HQ_GM_Desc2,"Before deploying, be sure to check your equipment and inventory. Newly obtained gear can be equipped and swapped at any time during combat.",
GeneralText/Guide_ZD_SJ_Desc1,Killing the Corrupted recycles Soul Crystals to level up. Each level up calls in an Airdrop Pod; picking it up allows you to choose one Divine Tech as a reward.,
GeneralText/Endless_Challenge_Info11,"Killing enemies has a chance to spawn a ""Reaper"" that slowly chases you.",
GeneralText/UI_Main_Quest_Boss,Defeat the Boss,
GeneralText/UI_Result_Data_Name12,Boss Defeated:,
GeneralText/Endless_Type5_Target,Defeat the Venomous Widow.,
GeneralText/Endless_Type9_Target,Defeat Twins - Ashbane & Frostbane.,
GeneralText/Mode_Endless_Tips35,Defeat Enemies,
GeneralText/Guide_HQ_GM_Desc6,"Defeating enemies has a chance to drop equipment. Higher Risk Levels yield higher-tier equipment. Each zone has a higher chance to drop specific equipment slots, and Bosses have a chance to drop exclusive gear.",
