key,source,target
EventText/CanQueLF_Buff1,Damage <interact_Green>+30%</> in <interact_Green>30</> sec,Dano <interact_Green>+30%</> por <interact_Green>30</> s
EventText/HuoliQK_Buff1,Damage <interact_Green>+50%</> in <interact_Green>30</> sec,Dano <interact_Green>+50%</> por <interact_Green>30</> s
EventText/CanQueLF_Buff5,Cooldown Reduction <interact_Green>+45%</> in <interact_Green>30</> sec,Redução de Recarga <interact_Green>+45%</> por <interact_Green>30</> s
EventText/CanQueLF_Buff4,Fire Rate <interact_Green>+45%</> in <interact_Green>30</> sec,Cadência de Tiro <interact_Green>+45%</> por <interact_Green>30</> s
EventText/CanQueLF_Buff2,Armor <interact_Green>+15</> in <interact_Green>30</> sec,Armadura <interact_Green>+15</> por <interact_Green>30</> s
EventText/CanQueLF_Buff6,Health Regen per second <interact_Green>+3</> in <interact_Green>30</> sec,Regeneração de Vida por segundo <interact_Green>+3</> por <interact_Green>30</> s
EventText/CanQueLF_Buff3,Movement Speed <interact_Green>+30%</> in <interact_Green>30</> sec,Velocidade de Movimento <interact_Green>+30%</> por <interact_Green>30</> s
EventText/CanQueLF_Buff7,EXP Gained <interact_Green>+30%</> in <interact_Green>30</> sec,EXP obtida <interact_Green>+30%</> por <interact_Green>30</> s
EventText/CanQueLF_Buff8,EXP Pickup Radius <interact_Green>+1600</> in <interact_Green>30</> sec,Raio de Coleta de EXP <interact_Green>+1600</> por <interact_Green>30</> s
EventText/HPXieYi_Buff1,"For <interact_Green>30</>s, restores <interact_Green>10</> HP per second","Por <interact_Green>30</>s, restaura <interact_Green>10</> de Vida por segundo"
EventText/XinHaoKZ_Buff1,EXP Pickup Radius <interact_Green>+500</> in <interact_Green>60</> sec,Raio de Coleta de EXP <interact_Green>+500</> por <interact_Green>60</> s
EventText/AIFengShui_Buff2,<interact_Purple>Epic Divine Tech</> Spawn Rate <interact_Green>+6%</>,Taxa de Aparecimento de <interact_Purple>Tecnologia Divina Épica</> <interact_Green>+6%</>
EventText/ZuZhouBX_Debuff1,Damage <interact_Red>-15%</> in <interact_Red>30</> sec,Dano <interact_Red>-15%</> por <interact_Red>30</> s
EventText/ZuZhouBX_Debuff5,Cooldown Reduction <interact_Red>-20%</> in <interact_Red>30</> sec,Redução de Recarga <interact_Red>-20%</> por <interact_Red>30</> s
EventText/ZuZhouBX_Debuff4,Fire Rate <interact_Red>-20%</> in <interact_Red>30</> sec,Cadência de Tiro <interact_Red>-20%</> por <interact_Red>30</> s
EventText/ZuZhouBX_Debuff2,Armor <interact_Red>-8</> in <interact_Red>30</> sec,Armadura <interact_Red>-8</> por <interact_Red>30</> s
EventText/DengJiaJHY_Buff1,Cannot pickup EXP for <interact_Red>30</>s. EXP gain <interact_Green>+10%</>.,Não pode coletar EXP por <interact_Red>30</>s. Ganho de EXP <interact_Green>+10%</>.
EventText/ZuZhouBX_Debuff3,Movement Speed <interact_Red>-15%</> in <interact_Red>30</> sec,Velocidade de Movimento <interact_Red>-15%</> por <interact_Red>30</> s
EventText/DengJiaJHY_Buff2,Movement Speed <interact_Red>-15%</> for <interact_Red>30</>s. Character Level <interact_Green>+1</>.,Velocidade de Movimento <interact_Red>-15%</> por <interact_Red>30</>s. Nível do Personagem <interact_Green>+1</>.
EventText/AIFengShui_Buff3,<interact_Yellow>Legendary Divine Tech</> Spawn Rate <interact_Green>+3%</>,Taxa de Aparecimento de <interact_Yellow>Tecnologia Divina Lendária</> <interact_Green>+3%</>
EventText/KeJiTSY_Buff4,<interact_baozha15>[Explosion]</> Tech spawn chance weight <interact_Green>+100%</>,Peso de chance de aparecer Tecnologia <interact_baozha15>[Explosão]</> <interact_Green>+100%</>
EventText/KeJiTSY_Buff3,<interact_hanbing15>[Frost]</> Tech spawn chance weight <interact_Green>+100%</>,Peso de chance de aparecer Tecnologia <interact_hanbing15>[Gelo]</> <interact_Green>+100%</>
EventText/KeJiTSY_Buff2,<interact_leidian15>[Lightning]</> Tech spawn chance weight <interact_Green>+100%</>,Peso de chance de aparecer Tecnologia <interact_leidian15>[Relâmpago]</> <interact_Green>+100%</>
EventText/KeJiTSY_Buff1,<interact_lieyan15>[Inferno]</> Tech spawn chance weight <interact_Green>+100%</>,Peso de chance de aparecer Tecnologia <interact_lieyan15>[Inferno]</> <interact_Green>+100%</>
EventText/KeJiTSY_Buff6,<interact_qiangsuan15>[Corrosive]</> Tech spawn chance weight <interact_Green>+100%</>,Peso de chance de aparecer Tecnologia <interact_qiangsuan15>[Corrosivo]</> <interact_Green>+100%</>
EventText/KeJiTSY_Buff5,<interact_zhixie15>[Mechatech]</> Tech spawn chance weight <interact_Green>+100%</>,Peso de chance de aparecer Tecnologia <interact_zhixie15>[Mechatech]</> <interact_Green>+100%</>
EventText/AIFengShui_Name,AI Geomancer,Geomante IA
EventText/XingYunYJJ_Buff2,[Dash] Damage <interact_Green>+5%</>,Dano de [Avanço] <interact_Green>+5%</>
EventText/XingYunYJJ_Buff9,[Dash] Cooldown Reduction <interact_Green>+2%</>,Redução de Recarga de [Avanço] <interact_Green>+2%</>
EventText/FuFeiCDZ_Buff2,"[Dash] Duration <interact_Red>-23%</>, [Dash] CD Reduction <interact_Green>+15%</>","Duração de [Avanço] <interact_Red>-23%</>, Redução de Recarga de [Avanço] <interact_Green>+15%</>"
EventText/XingYunYJJ_Buff6,[Tactical Skill] Damage <interact_Green>+7%</>,Dano de [Habilidade Tática] <interact_Green>+7%</>
EventText/XingYunYJJ_Buff13,[Tactical Skill] Crit Chance <interact_Green>+3%</>,Chance Crítica de [Habilidade Tática] <interact_Green>+3%</>
EventText/ShenMiHX_Buff2,"[Tactical Skill] Area <interact_Red>-10%</>, Cooldown Reduction <interact_Green>+15%</>","Área de [Habilidade Tática] <interact_Red>-10%</>, Redução de Recarga <interact_Green>+15%</>"
EventText/XingYunYJJ_Buff5,[Throw] Damage <interact_Green>+12%</>,Dano de [Arremesso] <interact_Green>+12%</>
EventText/XingYunYJJ_Buff12,[Throw] Area <interact_Green>+12%</>,Área de [Arremesso] <interact_Green>+12%</>
EventText/XingYunYJJ_Buff1,[Weapon] Damage <interact_Green>+4%</>,Dano de [Arma] <interact_Green>+4%</>
EventText/XingYunYJJ_Buff8,[Weapon] Reload Speed <interact_Green>+8%</>,Velocidade de Recarga de [Arma] <interact_Green>+8%</>
EventText/XingYunYJJ_Buff4,[Psionic] Damage <interact_Green>+5%</>,Dano [Psiônico] <interact_Green>+5%</>
EventText/XingYunYJJ_Buff11,[Psionic] Area <interact_Green>+5%</>,Área [Psiônica] <interact_Green>+5%</>
EventText/XingYunYJJ_Buff7,[Auxiliary Weapon] Damage <interact_Green>+6%</>,Dano de [Arma Auxiliar] <interact_Green>+6%</>
EventText/ShenMiHX_Buff3,"[Auxiliary Weapon] Range <interact_Red>-10%</>, [Auxiliary Weapon] Attack Speed <interact_Green>+30%</>","Alcance de [Arma Auxiliar] <interact_Red>-10%</>, Velocidade de Ataque de [Arma Auxiliar] <interact_Green>+30%</>"
EventText/XingYunYJJ_Buff14,[Auxiliary Weapon] Duration <interact_Green>+9%</>,Duração de [Arma Auxiliar] <interact_Green>+9%</>
EventText/XingYunYJJ_Buff3,[Chase] Damage <interact_Green>+5%</>,Dano de [Perseguição] <interact_Green>+5%</>
EventText/XingYunYJJ_Buff10,[Chase] Crit Chance <interact_Green>+2%</>,Chance Crítica de [Perseguição] <interact_Green>+2%</>
EventText/HPXieYi_Desc,"Specialist, based on your real-time vital signs, the Divine System has generated a Short-Term Life Asset Management Plan for you.","Especialista, com base nos seus sinais vitais em tempo real, o Sistema Divino gerou para você um Plano de Gestão de Ativos Vitais de Curto Prazo."
EventText/FuFeiCDZ_Name,Paid Charging Station,Estação de Recarga Paga
EventText/WanMeiLF_Buff1,Damage <interact_Green>+3%</>,Dano <interact_Green>+3%</>
EventText/MingDeng_Desc,"As an agent of the Divine, R.I.P. will forever illuminate the path ahead for all outstanding warriors.","Como agente do Divino, a R.I.P. iluminará para sempre o caminho à frente de todos os guerreiros excepcionais."
EventText/ShiZhongJ_Success,"You are the Chosen King: Crit Chance <interact_Green>+{0}%</>, Crit Damage <interact_Green>+{1}%</>.","Você é o Rei Escolhido: Chance Crítica <interact_Green>+{0}%</>, Dano Crítico <interact_Green>+{1}%</>."
EventText/XinHaoKZ_Name,Signal Expansion,Expansão de Sinal
EventText/Attribute_OutNoEXPInTimer_AddExp,"Cannot gain EXP until the countdown ends. Then, %d%% EXP Gain.","Não pode ganhar EXP até a contagem terminar. Depois, Ganho de EXP de %d%%."
EventText/FuFeiCDZ_Buff4,Free Trial: Movement Speed <interact_Green>+2%</>,Teste Grátis: Velocidade de Movimento <interact_Green>+2%</>
EventText/LuckChoice_UI_Confirm,Claim All,Coletar Tudo
EventText/WanMeiLF_Buff5,Cooldown Reduction <interact_Green>+4%</>,Redução de Recarga <interact_Green>+4%</>
EventText/FuFeiCDZ_Buff3,"Cooldown Reduction <interact_Red>-15%</>, [Throw] Projectile Count <interact_Green>+1</>","Redução de Recarga <interact_Red>-15%</>, Projéteis de [Arremesso] <interact_Green>+1</>"
EventText/JinJiJY_Buff5,Chance of On-Kill Heal <interact_Green>+15%</>,Chance de Cura ao Abater <interact_Green>+15%</>
EventText/ShiZhongJ_Fail,The sword remains immovable: HP <interact_Red>-{0}</>.,A espada continua imóvel: Vida <interact_Red>-{0}</>.
EventText/JinJiJY_Buff7,Level-Up Heal <interact_Green>+15</>,Cura ao Subir de Nível <interact_Green>+15</>
EventText/LuckChoice_UI_Cancel,Undo Discard,Desfazer Descarte
EventText/YingJiZLZ_Buff1,Healed,Curado
EventText/JinJiJY_Buff8,Revival Count <interact_Green>+1</>,Revives <interact_Green>+1</>
EventText/DengJiaJHY_Desc,There’s no such thing as a free lunch; but that doesn’t mean there aren’t discounted ones.,Não existe almoço grátis; mas isso não significa que não existam almoços com desconto.
EventText/XingYunYJJ_Name,Fortune Vendor,Vendedor da Sorte
EventText/DanCheBMT_Buff1,Safety First: Armor <interact_Green>+3</>,Segurança em Primeiro Lugar: Armadura <interact_Green>+3</>
EventText/WanMeiLF_Name,Perfect Cube,Cubo Perfeito
EventText/JinJiJY_Buff6,Chance of On-Hit Heal <interact_Green>+5%</>,Chance de Cura ao Acertar <interact_Green>+5%</>
EventText/WanMeiLF_Buff4,Fire Rate <interact_Green>+3%</>,Cadência de Tiro <interact_Green>+3%</>
EventText/FuFeiCDZ_Buff1,"Fire Rate <interact_Red>-10%</>, [Weapon] Crit Chance <interact_Green>+6%</>","Cadência de Tiro <interact_Red>-10%</>, Chance Crítica de [Arma] <interact_Green>+6%</>"
EventText/ShenMiHX_Buff1,"Fire Rate <interact_Red>-10%</>, Luck <interact_Green>+20%</>","Cadência de Tiro <interact_Red>-10%</>, Sorte <interact_Green>+20%</>"
EventText/ShiZhongJ_Buff1,"Attempt to draw the Sword in the Stone: 40% chance of success. On success, Crit Chance <interact_Green>+5%</>, Crit Damage <interact_Green>+30%</>. On failure, HP <interact_Red>-50%</>（HP will never fall below 1）","Tentar puxar a Espada na Pedra: 40% de chance de sucesso. Em caso de sucesso, Chance Crítica <interact_Green>+5%</>, Dano Crítico <interact_Green>+30%</>. Em caso de falha, Vida <interact_Red>-50%</>（a Vida nunca cairá abaixo de 1）"
EventText/WanMeiLF_Buff9,Luck <interact_Green>+2%</>,Sorte <interact_Green>+2%</>
EventText/ZhiNengJQR_Buff2,Luck <interact_Green>+5%</>,Sorte <interact_Green>+5%</>
EventText/YingJiZLZ_Name,Emergency Station,Estação de Emergência
EventText/LuckChoice_UI_Tip,Congratulations! You've Got,Parabéns! Você recebeu
EventText/LuckChoice_Desc,"Congratulations! You've found R&D's latest genius creation. Smash that button and call in the one and only Super Airdrop pod!
<interact_Red>(Friendly reminder: This product is in testing and lacks an IFF system. Make sure to avoid the impact!!)</>","Parabéns! Você encontrou a mais nova criação genial do P&D. Aperte esse botão e chame a única e inigualável Cápsula Super Airdrop!
<interact_Red>(Lembrete amigável: este produto está em testes e não possui sistema IFF. Evite a área de impacto!!)</>"
EventText/FuFeiCDZ_Desc,"Hello, I am the latest charging pile from AlterC Company. You can pay a corresponding ""price"" to receive a powerful ""empowerment"". If you prefer not to pay, we also offer a special Free Trial Service. We hope you will be satisfied.","Olá, sou a mais nova estação de recarga da AlterC Company. Você pode pagar um “preço” correspondente para receber um “fortalecimento” poderoso. Se preferir não pagar, também oferecemos um serviço especial de Teste Grátis. Esperamos que fique satisfeito."
EventText/ZhiNengJQR_Desc,"Greetings. I am Model EX3576, an intelligent service unit of R.I.P. I am here to provide assistance based on your requirements.","Saudações. Sou o Modelo EX3576, uma unidade de serviço inteligente da R.I.P. Estou aqui para prestar assistência de acordo com suas necessidades."
EventText/ShiZhongJ_Buff2,I prefer to play it safe: Max HP <interact_Green>+10</>,Prefiro jogar seguro: Vida Máxima <interact_Green>+10</>
EventText/LunHuiZZFW_Buff3,"Tactical Rescue: [Tactical Skill] Damage <interact_Green>+11%</>, [Tactical Skill] Duration <interact_Green>+11%</>.","Resgate Tático: Dano de [Habilidade Tática] <interact_Green>+11%</>, Duração de [Habilidade Tática] <interact_Green>+11%</>."
EventText/KuoRongXY_Buff3,Tactical Core: [Tactical Skill] Slots <interact_Green>+1</>,Núcleo Tático: espaços de [Habilidade Tática] <interact_Green>+1</>
EventText/WanMeiLF_Buff7,Healing Bonus <interact_Green>+10%</>,Bônus de Cura <interact_Green>+10%</>
EventText/KuoRongXY_Name,Expansion Protocol,Protocolo de Expansão
EventText/MingDeng_Buff4,"Pitcher Training: [Throw] Area <interact_Green>+20%</>, [Throw] Crit Chance <interact_Green>+6%</>","Treinamento de Arremessador: Área de [Arremesso] <interact_Green>+20%</>, Chance Crítica de [Arremesso] <interact_Green>+6%</>"
EventText/WanMeiLF_Buff2,Armor <interact_Green>+3</>,Armadura <interact_Green>+3</>
EventText/ShenMiHX_Buff4,Refuse Loss: Level-Up Heal <interact_Green>+10</>,Recusar Perda: Cura ao Subir de Nível <interact_Green>+10</>
EventText/ShiZhongJ_Desc,Pull out this sword and become the chosen King!,Puxe esta espada e torne-se o Rei escolhido!
EventText/ZhaoCai_Name,Fortune Toad,Sapo da Fortuna
EventText/LuckChoice_Buff1,Press Button: Call in Super Airdrop Pod,Pressionar Botão: chamar Cápsula Super Airdrop
EventText/LuckChoice_Buff2,"Press Supercharge Button: 50% chance to call in Super Airdrop Pod and gain <interact_Green>+100%</> Crit Chance for <interact_Green>60</>s. On failure, receive nothing.","Pressionar Botão de Supercarga: 50% de chance de chamar uma Cápsula Super Airdrop e ganhar <interact_Green>+100%</> de Chance Crítica por <interact_Green>60</>s. Em caso de falha, não recebe nada."
EventText/DanCheBMT_Desc,Go big or go home?,"Ou tudo, ou nada?"
EventText/LuckChoice_UI_Abandon,Discard,Descartar
EventText/KeJiTSY_Desc,"A new masterpiece from a junior researcher – providing more stable Divine power support in combat. No guarantees, but better odds.","Uma nova obra-prima de um pesquisador júnior, oferecendo suporte de poder Divino mais estável em combate. Sem garantias, mas com chances melhores."
EventText/ZhiNengJQR_Name,Intelligent Robot,Robô Inteligente
EventText/WanMeiLF_Buff8,Crit Chance <interact_Green>+1%</>,Chance Crítica <interact_Green>+1%</>
EventText/ZhiNengJQR_Buff1,Crit Chance <interact_Green>+2%</>,Chance Crítica <interact_Green>+2%</>
EventText/WanMeiLF_Buff10,Max HP <interact_Green>+8</>,Vida Máxima <interact_Green>+8</>
EventText/DengJiaJHY_Buff4,"Max HP <interact_Red>-15</>, Damage <interact_Green>+20%</>","Vida Máxima <interact_Red>-15</>, Dano <interact_Green>+20%</>"
EventText/ShenMiHX_Desc,A black box of unknown origin. Use with caution.,Uma caixa-preta de origem desconhecida. Use com cautela.
EventText/JiXiaoJLJ_Desc,"Due to your exceptional performance, you may now select one of the following rewards. Keep up the good work!","Graças ao seu desempenho excepcional, agora você pode selecionar uma das recompensas abaixo. Continue com o bom trabalho!"
EventText/CanQueLF_Name,Defective Cube,Cubo Defeituoso
EventText/WanMeiLF_Buff6,Health Regen per second <interact_Green>+0.5</>,Regeneração de Vida por segundo <interact_Green>+0.5</>
EventText/WanMeiLF_Buff11,Consumable Item Drop Rate <interact_Green>+5%</>,Chance de Obtenção de Itens Consumíveis <interact_Green>+5%</>
EventText/HuoliQK_Name,Full Firepower,Poder de Fogo Total
EventText/MingDeng_Buff3,"Spiritual Enlightenment: [Psionic] Area <interact_Green>+8%</>, [Psionic] Crit Chance <interact_Green>+3%</>","Iluminação Espiritual: Área [Psiônica] <interact_Green>+8%</>, Chance Crítica [Psiônica] <interact_Green>+3%</>"
EventText/LunHuiZZFW_Buff2,"Soul Maintenance: [Psionic] Damage <interact_Green>+8%</>, [Psionic] Area <interact_Green>+8%</>.","Manutenção de Alma: Dano [Psiônico] <interact_Green>+8%</>, Área [Psiônica] <interact_Green>+8%</>."
EventText/DanCheBMT_Buff2,"Rational Investment: 70% chance of success. On success, [Dash] CD Reduction <interact_Green>+30%</>. On failure, All Damage <interact_Red>-30%</> in <interact_Red>60</> sec.","Investimento Racional: 70% de chance de sucesso. Em caso de sucesso, Redução de Recarga de [Avanço] <interact_Green>+30%</>. Em caso de falha, Todo Dano <interact_Red>-30%</> por <interact_Red>60</> s."
EventText/DengJiaJHY_Buff3,"Health Regen <interact_Red>-1</> (cannot go below 0). After each kill, there is a <interact_Green>25%</> chance to restore <interact_Green>1</> HP.","Regeneração de Vida <interact_Red>-1</> (não pode ficar abaixo de 0). Após cada abate, há <interact_Green>25%</> de chance de restaurar <interact_Green>1</> de Vida."
EventText/HPXieYi_Name,Survival Protocol,Protocolo de Sobrevivência
EventText/LunHuiZZFW_Desc,"Biometric authentication successful. According to your signed Reincarnation Insurance policy, please select from the following premium services. Thank you for your continued support!","Autenticação biométrica bem-sucedida. De acordo com sua apólice de Seguro de Reencarnação assinada, selecione um dos serviços premium abaixo. Agradecemos seu apoio contínuo!"
EventText/HPXieYi_Buff3,A true warrior needs no healing: Damage <interact_Green>+3%</>,Um guerreiro de verdade não precisa de cura: Dano <interact_Green>+3%</>
EventText/ShiZhongJ_Name,Sword in the Stone,Espada na Pedra
EventText/KuoRongXY_Desc,"R&D's latest breakthrough: Absorb the corresponding Core to temporarily receive more Divine blessings. However, due to its high cost, only one type of Ability Core can be provided at a time. Please choose accordingly.","A mais nova descoberta do P&D: absorva o Núcleo correspondente para receber temporariamente mais bênçãos Divinas. Porém, devido ao alto custo, apenas um tipo de Núcleo de Habilidade pode ser fornecido por vez. Escolha com cuidado."
EventText/ShenMiHX_Name,Mysterious Black Box,Caixa-Preta Misteriosa
EventText/WanMeiLF_Buff14,Tech Bans <interact_Green>+1</>,Banimentos de Tecnologia <interact_Green>+1</>
EventText/JiXiaoJLJ_Buff1,Tech Bans <interact_Green>+3</>,Banimentos de Tecnologia <interact_Green>+3</>
EventText/WanMeiLF_Buff16,Tech Alterations <interact_Green>+1</>,Alterações de Tecnologia <interact_Green>+1</>
